gene,CRISPRn phenotype
LRPPRC ,-0.910700852
LRR1 ,-2.309706234
LRRC1 ,-0.221983943
LRRC10 ,0.222912348
LRRC10B ,0.008936175
LRRC14 ,-0.059590033
LRRC14B ,-0.036473356
LRRC15 ,-0.097926199
LRRC17 ,-0.040541283
LRRC18 ,-0.038675188
LRRC19 ,0.078432669
LRRC2 ,-0.248940863
LRRC20 ,-0.012638486
LRRC23 ,-0.071833793
LRRC24 ,0.018422042
LRRC25 ,0.003868916
LRRC26 ,0.054594912
LRRC27 ,0.11488277
LRRC28 ,0.012984568
LRRC29 ,0.08885844
LRRC3 ,0.126810795
LRRC30 ,-0.055479256
LRRC31 ,-0.019447707
LRRC32 ,-0.286480665
LRRC34 ,0.134670316
LRRC36 ,-0.254635751
LRRC37A3 ,-1.107686122
LRRC37B ,-0.840714053
LRRC38 ,-0.205456831
LRRC39 ,-0.422015883
LRRC3B ,-0.02194924
LRRC3C ,0.08301015
LRRC4 ,-0.01445039
LRRC40 ,-0.019940706
LRRC41 ,-0.285130799
LRRC42 ,0.11825851
LRRC43 ,-0.153042091
LRRC45 ,0.097605216
LRRC46 ,0.032088514
LRRC47 ,0.078040953
LRRC49 ,-0.054032487
LRRC4B ,0.000527303
LRRC4C ,-0.015093661
LRRC52 ,0.233116477
LRRC55 ,-0.145696011
LRRC56 ,0.017325561
LRRC57 ,-0.065933887
LRRC58 ,-0.0248134
LRRC59 ,-0.08623271
LRRC61 ,0.002405548
LRRC63 ,0.012349434
LRRC66 ,0.239712255
LRRC7 ,0.124925726
LRRC70 ,0.184210661
LRRC71 ,0.018111144
LRRC72 ,0.043338167
LRRC73 ,-0.316461368
LRRC74A ,0.066813115
LRRC75A ,0.019758219
LRRC75B ,-0.097536515
LRRC8A ,-0.232565253
LRRC8B ,-0.137759963
LRRC8C ,0.038493241
LRRC8D ,-0.274971815
LRRC8E ,0.141798289
LRRCC1 ,0.070040088
LRRD1 ,-0.112620408
LRRFIP1 ,-0.019788676
LRRFIP2 ,-0.15623968
LRRIQ1 ,0.134093248
LRRIQ3 ,0.174264622
LRRIQ4 ,0.049019668
LRRK1 ,0.022058925
LRRK2 ,0.044568591
LRRN1 ,0.082929525
LRRN2 ,-0.062201755
LRRN3 ,0.072434292
LRRN4 ,0.040059568
LRRN4CL ,0.061274787
LRRTM1 ,-0.021881493
LRRTM2 ,0.029897494
LRRTM3 ,-0.059665469
LRRTM4 ,0.066919019
LRSAM1 ,0.14614371
LRTM1 ,0.070003939
LRTM2 ,-0.007703289
LRTOMT ,0.013320775
LRWD1 ,-0.039624821
LSAMP ,0.094367936
LSG1 ,-0.839051898
LSM1 ,-0.359387569
LSM10 ,-0.609430836
LSM11 ,-1.255066755
LSM12 ,-0.433734281
LSM14A ,-0.234579105
LSM14B ,-0.046911384
LSM2 ,-2.089117234
LSM3 ,-2.347461994
LSM4 ,-1.546542323
LSM5 ,-1.060812007
LSM6 ,-1.717597804
LSM7 ,-2.063484896
LSM8 ,-1.869892027
LSMEM1 ,-0.008379223
LSMEM2 ,0.025832859
LSP1 ,-0.158943605
LSR ,0.064577124
LSS ,-0.315377314
LST1 ,-1.485832601
LTA ,-0.161159807
LTA4H ,-0.082528561
LTB ,-0.040766232
LTB4R ,-0.196425809
LTB4R2 ,-0.223750561
LTBP1 ,-0.011534708
LTBP2 ,-0.144669326
LTBP3 ,-0.211061913
LTBR ,0.049056498
LTC4S ,-0.008067804
LTF ,-0.348329409
LTK ,0.022960168
LTN1 ,-0.0940119
LTO1 ,-1.899752587
LTV1 ,-0.751218308
LUC7L ,0.026826205
LUC7L2 ,-0.351728737
LUC7L3 ,-1.916318545
LUM ,0.062600483
LURAP1 ,-0.042684479
LURAP1L ,-0.04997987
LUZP1 ,-0.320840035
LUZP2 ,-0.04703962
LUZP4 ,-0.026640338
LVRN ,0.196833357
LXN ,0.068817105
LY6D ,0.13982565
LY6E ,-0.185851489
LY6G5B ,0.06783126
LY6G5C ,0.043101534
LY6G6C ,-0.037162333
LY6G6D ,0.192638894
LY6G6F ,-0.172712027
LY6H ,0.05079004
LY6K ,-0.039933881
LY75 ,0.082743929
LY86 ,0.063205651
LY9 ,0.233988424
LY96 ,-0.101258699
LYAR ,0.012103438
LYG1 ,-0.115728816
LYG2 ,0.066710069
LYL1 ,-0.159798787
LYN ,-0.107235755
LYPD1 ,-0.101735553
LYPD2 ,0.012997378
LYPD3 ,-0.117043801
LYPD4 ,-0.12106422
LYPD5 ,0.153762949
LYPD6 ,-0.045318168
LYPD6B ,-0.083904675
LYPLA1 ,-0.110539813
LYPLA2 ,-0.475714997
LYPLAL1 ,0.135007907
LYRM1 ,0.082372801
LYRM2 ,-0.077173648
LYRM4 ,-1.261447583
LYRM7 ,0.078794003
LYRM9 ,-0.001639091
LYSMD1 ,-0.371789055
LYSMD2 ,0.043886679
LYSMD3 ,0.099143456
LYSMD4 ,0.20712609
LYST ,-0.1362337
LYVE1 ,0.048096299
LYZ ,0.013211759
LYZL4 ,0.092421031
LYZL6 ,0.02667294
LZIC ,0.027729741
LZTFL1 ,-0.258435106
LZTR1 ,-0.286881618
LZTS1 ,0.090330335
LZTS2 ,0.127631637
LZTS3 ,-0.033715075
M1AP ,-0.065449691
M6PR ,0.112188297
MAB21L1 ,0.080662955
MAB21L2 ,0.056744939
MAB21L3 ,0.070380867
MAB21L4 ,0.089812065
MACC1 ,-0.000324904
MACF1 ,-0.095017776
MACIR ,-0.108994825
MACO1 ,-0.054268577
MACROD1 ,-0.052625427
MACROD2 ,0.096238849
MACROH2A1 ,-0.160926959
MACROH2A2 ,-0.332483792
MAD1L1 ,0.049947163
MAD2L1 ,-0.973877745
MAD2L1BP ,-0.466795488
MAD2L2 ,-0.903605149
MADCAM1 ,0.05129206
MADD ,0.014016559
MAEA ,-0.065321077
MAEL ,-0.10698133
MAF ,-0.145037083
MAF1 ,-0.210984705
MAFA ,0.108043562
MAFB ,0.259859342
MAFF ,0.131454574
MAFG ,-0.076546183
MAFK ,0.104663809
MAG ,-0.339764017
MAGEA1 ,0.202751042
MAGEA10 ,0.266482142
MAGEA11 ,0.09525889
MAGEA12 ,0.044141681
MAGEA4 ,-0.054502569
MAGEA8 ,0.119171523
MAGEB1 ,0.141308223
MAGEB10 ,0.111964886
MAGEB16 ,0.025377931
MAGEB17 ,-0.010786909
MAGEB18 ,-0.01070782
MAGEB2 ,0.076761533
MAGEB3 ,0.224508159
MAGEB4 ,0.030460149
MAGEB5 ,-0.126168902
MAGEB6 ,0.018812198
MAGEC1 ,0.039726238
MAGEC2 ,-0.005854705
MAGEC3 ,0.078975076
MAGED1 ,0.006085399
MAGED2 ,0.174641941
MAGEE1 ,0.177657747
MAGEE2 ,0.093691883
MAGEF1 ,-0.16893919
MAGEH1 ,-0.38981683
MAGI1 ,-0.06475438
MAGI2 ,0.103306532
MAGI3 ,0.138582222
MAGIX ,-0.066647804
MAGOH ,-0.597623266
MAGOHB ,0.180517219
MAGT1 ,-0.040886268
MAIP1 ,-0.112507692
MAJIN ,-0.043340282
MAK ,-0.118042714
MAK16 ,-1.532554737
MAL ,0.098327213
MALL ,-0.329689857
MALSU1 ,-0.443019165
MALT1 ,0.073338595
MAMDC2 ,0.050969414
MAMDC4 ,-0.020650167
MAML1 ,-0.021008586
MAML2 ,0.119817018
MAML3 ,0.174434114
MAMLD1 ,0.138907931
MAMSTR ,-0.127814607
MAN1A1 ,0.005572414
MAN1A2 ,0.00319284
MAN1B1 ,0.038618682
MAN1C1 ,-0.339499106
MAN2A1 ,-0.205604596
MAN2A2 ,0.123772811
MAN2B1 ,-0.065945729
MAN2B2 ,0.076733597
MAN2C1 ,0.058578601
MANBA ,0.021101955
MANBAL ,0.0317424
MANEA ,-0.005564029
MANEAL ,0.104962745
MANF ,-0.054503069
MANSC1 ,0.066480078
MANSC4 ,-0.21491626
MAOA ,0.136543495
MAOB ,0.10147171
MAP10 ,-0.039026671
MAP1A ,-0.202674122
MAP1B ,0.118521269
MAP1LC3A ,-0.266995901
MAP1LC3B2 ,-0.333893705
MAP1LC3C ,0.021922224
MAP1S ,0.005361668
MAP2 ,-0.025465806
MAP2K1 ,-0.153223699
MAP2K2 ,-0.772812893
MAP2K3 ,-0.302376999
MAP2K4 ,0.033827095
MAP2K5 ,-0.01028418
MAP2K6 ,-0.042322553
MAP2K7 ,-0.251162047
MAP3K1 ,-0.045362361
MAP3K10 ,-0.166468571
MAP3K11 ,-0.162361375
MAP3K12 ,-0.3001759
MAP3K13 ,0.008773745
MAP3K19 ,0.077819337
MAP3K2 ,-0.256211798
MAP3K20 ,-0.281439571
MAP3K21 ,-0.18268398
MAP3K3 ,0.069034056
MAP3K4 ,-0.084957865
MAP3K5 ,-0.197397988
MAP3K6 ,0.009974386
MAP3K7 ,-0.030179918
MAP3K7CL ,-0.016385826
MAP3K8 ,-0.0081651
MAP3K9 ,0.036259625
MAP4 ,-0.222030007
MAP4K1 ,-0.181619416
MAP4K2 ,-0.195524874
MAP4K3 ,0.179653065
MAP4K4 ,-0.023969998
MAP6 ,0.021371625
MAP6D1 ,0.186341521
MAP7 ,0.001930017
MAP7D1 ,-0.221031012
MAP7D2 ,0.012078275
MAP7D3 ,0.05010612
MAP9 ,0.134963224
MAPK1 ,-0.623026349
MAPK10 ,0.077607961
MAPK11 ,0.077849966
MAPK12 ,0.026342684
MAPK13 ,0.243185253
MAPK14 ,-0.343043695
MAPK15 ,-0.110908955
MAPK1IP1L ,-0.262335794
MAPK3 ,0.0409703
MAPK4 ,0.126727603
MAPK6 ,-0.186674931
MAPK7 ,0.124966783
MAPK8 ,0.126849291
MAPK8IP1 ,-0.122151962
MAPK8IP3 ,0.087539996
MAPK9 ,0.209519525
MAPKAP1 ,0.013260439
MAPKAPK2 ,-0.024699313
MAPKAPK3 ,0.177125438
MAPKAPK5 ,-0.186654539
MAPKBP1 ,-0.166566833
MAPRE1 ,-0.373841278
MAPRE2 ,-0.055188516
MAPRE3 ,-0.042063917
MAPT ,-0.103232632
MARCKS ,0.094470531
MARCKSL1 ,-0.055656109
MARCO ,-0.022215984
MARF1 ,-0.060832282
MARK1 ,-0.218797703
MARK2 ,0.021317294
MARK3 ,0.209809655
MARK4 ,-0.066718469
MARS1 ,-2.070945804
MARS2 ,-1.34669595
MARVELD2 ,-0.216381469
MARVELD3 ,-0.113651899
MAS1 ,0.143873836
MAS1L ,-0.074422242
MASP1 ,-0.163268223
MASP2 ,-0.0764132
MAST1 ,-0.183556705
MAST2 ,0.026288085
MAST3 ,-0.102643133
MAST4 ,-0.036252042
MASTL ,-1.877206463
MAT1A ,-0.165418084
MAT2A ,-1.403339063
MAT2B ,0.040933569
MATK ,-0.048444618
MATN1 ,-0.250174691
MATN2 ,-0.060367198
MATN3 ,0.116396121
MATN4 ,0.097797968
MATR3 ,-0.160302729
MAU2 ,-1.192524453
MAVS ,-0.12501962
MAX ,-1.245128363
MAZ ,0.113209398
MB ,0.037214245
MB21D2 ,0.173352187
MBD1 ,0.201874739
MBD2 ,-0.152720267
MBD3 ,-0.444385882
MBD3L1 ,0.012945196
MBD4 ,-0.082073968
MBD5 ,0.113374168
MBD6 ,-0.129561288
MBIP ,-0.034940246
MBL2 ,0.003094428
MBLAC1 ,-0.297234135
MBLAC2 ,0.00995368
MBNL1 ,-0.334091464
MBNL2 ,0.097961972
MBNL3 ,-0.008532962
MBOAT1 ,-0.150770935
MBOAT2 ,0.204178739
MBOAT4 ,0.053735345
MBOAT7 ,0.13920697
MBP ,0.047852424
MBTD1 ,-0.545796768
MBTPS1 ,-0.590995378
MBTPS2 ,-0.514012949
MC1R ,-0.11168031
MC2R ,0.015731206
MC3R ,0.100310895
MC4R ,0.100344815
MC5R ,0.06536019
MCAM ,-0.16944856
MCAT ,-0.141950136
MCC ,0.071672222
MCCC1 ,-0.03327152
MCCC2 ,-0.056963164
MCCD1 ,-0.403354371
MCEE ,0.033821556
MCEMP1 ,-0.123940086
MCF2 ,0.106638172
MCF2L ,0.0067186
MCF2L2 ,-0.28030812
MCFD2 ,0.194767528
MCHR1 ,-0.037573949
MCHR2 ,-0.020422515
MCIDAS ,0.057183806
MCL1 ,-0.706749985
MCM10 ,-0.656347155
MCM2 ,-1.743121199
MCM3 ,-1.843381088
MCM3AP ,-1.853930117
MCM4 ,-1.812422078
MCM5 ,-1.946560677
MCM6 ,-1.479895718
MCM7 ,-1.824256665
MCM8 ,-0.042522811
MCM9 ,-0.091160561
MCMBP ,-0.510861023
MCMDC2 ,-0.186518796
MCOLN1 ,-0.154317808
MCOLN2 ,-0.061129148
MCOLN3 ,0.082390839
MCPH1 ,-0.133756845
MCRIP1 ,-0.05529213
MCRIP2 ,0.187259213
MCRS1 ,-0.693779426
MCTP1 ,-0.087237097
MCTP2 ,0.048767234
MCTS1 ,-0.079649368
MCU ,-0.205443872
MCUB ,0.0980876
MCUR1 ,-0.693133298
MDC1 ,-0.520976722
MDFI ,-0.15862663
MDFIC ,-0.027564989
MDGA1 ,-0.273225133
MDGA2 ,0.015373046
MDH1 ,0.010457781
MDH1B ,-0.077825231
MDH2 ,-0.225579444
MDK ,0.014686928
MDM1 ,0.146015937
MDM2 ,-0.153577732
MDM4 ,0.062181995
MDN1 ,-1.556830466
MDP1 ,-0.225582903
ME1 ,-0.19537473
ME2 ,0.011222677
ME3 ,-0.13538582
MEA1 ,-0.013815516
MEAF6 ,-0.117496285
MEAK7 ,0.007253993
MECOM ,-0.005652584
MECP2 ,-0.00614409
MECR ,-0.105986543
MED1 ,-1.349185581
MED10 ,-0.605481116
MED11 ,-1.953262135
MED12 ,-1.006696726
MED12L ,0.00546723
MED13 ,0.00611897
MED13L ,-0.242752776
MED14 ,-1.483798468
MED15 ,-0.727743601
MED16 ,-0.38995648
MED17 ,-1.111647325
MED18 ,-0.880551948
MED19 ,-0.748201818
MED20 ,-0.840430715
MED21 ,-1.205553629
MED22 ,-0.931372057
MED23 ,-0.552645717
MED24 ,-0.639904622
MED25 ,-0.50244481
MED26 ,-0.690971411
MED27 ,-0.725978682
MED28 ,-1.478929484
MED29 ,-0.998529058
MED30 ,-1.898518323
MED31 ,-0.764043489
MED4 ,-0.861962937
MED6 ,-1.407161289
MED7 ,-0.172819712
MED8 ,-1.138309742
MED9 ,-1.003347002
MEDAG ,0.152454542
MEF2A ,0.168372358
MEF2B ,-0.229520488
MEF2C ,0.126046988
MEF2D ,0.178384438
MEFV ,0.093277221
MEGF10 ,-0.279143297
MEGF11 ,-0.135025562
MEGF6 ,0.014320454
MEGF8 ,-0.195356477
MEGF9 ,0.010010442
MEI1 ,0.050068282
MEI4 ,-0.140636855
MEIG1 ,-0.082473465
MEIOB ,0.07129285
MEIOC ,-0.250494463
MEIS1 ,0.012779335
MEIS2 ,-0.038894637
MEIS3 ,-0.297695706
MELK ,-0.061853553
MELTF ,-0.069053146
MEMO1 ,-0.350043587
MEN1 ,-0.963030169
MEOX1 ,0.20029924
MEOX2 ,0.114743847
MEP1A ,-0.084121823
MEP1B ,-0.07693131
MEPCE ,-1.856666148
MEPE ,-0.160468714
MERTK ,0.122105063
MESD ,-0.01285182
MESP1 ,0.065834487
MESP2 ,-0.013186973
MEST ,-0.14771879
MET ,-0.192416761
METAP1 ,-0.079136208
METAP1D ,-0.32322
METAP2 ,-0.067019389
METRN ,0.262259686
METRNL ,-0.118895192
METTL1 ,-0.233197611
METTL13 ,0.039487975
METTL14 ,-0.81935216
METTL15 ,-0.262211009
METTL16 ,-0.733356232
METTL17 ,-0.877077573
METTL18 ,0.037879057
METTL21A ,0.116407483
METTL21C ,0.051344977
METTL22 ,-0.176016383
METTL23 ,-0.136375381
METTL24 ,0.034654123
METTL25 ,-0.111241802
METTL25B ,0.043031157
METTL26 ,0.057103915
METTL27 ,-0.028444471
METTL3 ,-1.001218592
METTL4 ,0.116830853
METTL5 ,-0.414914996
METTL6 ,-0.140884636
METTL7A ,-0.089386986
METTL7B ,-0.131114069
METTL9 ,0.030893918
MEX3A ,-0.395419383
MEX3B ,0.050269716
MEX3C ,0.284983882
MEX3D ,-0.039005221
MFAP1 ,-1.389759834
MFAP2 ,0.126873439
MFAP3 ,-0.003500846
MFAP3L ,0.165444765
MFAP4 ,0.003410446
MFAP5 ,-0.196952635
MFF ,-0.012664166
MFGE8 ,0.073448735
MFHAS1 ,0.047679247
MFN1 ,-0.042307375
MFN2 ,-0.509657036
MFNG ,-0.055858632
MFRP ,0.163097589
MFSD1 ,-0.014495788
MFSD10 ,0.035266796
MFSD11 ,-0.115939049
MFSD12 ,0.001157782
MFSD13A ,-0.285715531
MFSD14A ,-0.03120909
MFSD14B ,-0.0842647
MFSD2A ,0.014041643
MFSD2B ,-0.103504957
MFSD3 ,0.05119629
MFSD4A ,-0.137645646
MFSD4B ,-0.064632169
MFSD5 ,0.017399245
MFSD6 ,0.103953339
MFSD6L ,0.056827992
MFSD8 ,-0.02023597
MFSD9 ,-0.144728382
MGA ,0.011528782
MGAM ,0.09676354
MGARP ,0.01582688
MGAT1 ,0.002576277
MGAT2 ,0.025490024
MGAT3 ,-0.087536885
MGAT4A ,-0.413285204
MGAT4B ,-0.023420423
MGAT4C ,0.076244756
MGAT4D ,0.096830387
MGAT5 ,-0.002795949
MGAT5B ,0.070768111
MGLL ,-0.176744913
MGME1 ,0.242050967
MGMT ,-0.063415393
MGP ,0.336478703
MGRN1 ,-0.131898408
MGST1 ,0.151048477
MGST2 ,0.084949695
MGST3 ,-0.0550565
MIA ,0.019522699
MIA2 ,0.062154267
MIA3 ,0.109417782
MIB1 ,-0.463723774
MIB2 ,-0.258160338
MICA ,0.132367443
MICAL1 ,0.195983025
MICAL2 ,0.061505074
MICAL3 ,-0.021972158
MICALCL ,0.035233628
MICALL1 ,-0.298300514
MICALL2 ,0.128737241
MICB ,-0.282912354
MICOS10 ,-0.799483601
MICOS13 ,-0.136251263
MICU1 ,-0.500969935
MICU2 ,0.161273552
MICU3 ,0.232995251
MID1 ,0.158971308
MID1IP1 ,0.159424863
MID2 ,-0.187769194
MIDEAS ,-0.154593613
MIDN ,-0.078850381
MIEF1 ,-0.227981185
MIEF2 ,-0.304747545
MIEN1 ,-0.031400886
MIER1 ,0.025878282
MIER2 ,-0.110657387
MIER3 ,-0.05794445
MIF ,-0.060234426
MIF4GD ,-0.055724961
MIGA1 ,0.022957583
MIGA2 ,-0.000303728
MIIP ,-0.268615448
MINAR1 ,-0.090449208
MINAR2 ,0.097006471
MINDY1 ,-0.081423498
MINDY2 ,-0.231488933
MINDY3 ,-0.10489254
MINDY4 ,0.090760814
MINK1 ,0.045327225
MINPP1 ,-0.003565554
MIOS ,0.183566673
MIOX ,0.0384055
MIP ,-0.025220962
MIPEP ,-0.554579103
MIPOL1 ,-0.023492837
MIR1915HG ,0.117837195
MIR9-1HG ,-0.024183872
MIS12 ,-1.222016445
MIS18A ,-1.329116585
MIS18BP1 ,-0.819349262
MISP ,-0.304421757
MITD1 ,-0.039399986
MITF ,-0.127342065
MIX23 ,-0.666628032
MIXL1 ,-0.205915893
MKI67 ,-0.040063738
MKKS ,-0.006450319
MKLN1 ,-0.19038055
MKNK1 ,0.030805493
MKNK2 ,-0.244978804
MKRN1 ,-0.57508535
MKRN2 ,0.038633388
MKRN2OS ,0.00964125
MKRN3 ,-0.047745948
MKS1 ,-0.052652759
MKX ,0.144724814
MLANA ,0.136906997
MLC1 ,0.084894851
MLEC ,-0.276599099
MLF1 ,0.201599477
MLF2 ,-0.030191415
MLH1 ,0.075915246
MLH3 ,0.24029496
MLIP ,0.047346294
MLKL ,-0.00231888
MLLT1 ,-0.044609746
MLLT10 ,-0.145684801
MLLT11 ,0.178757437
MLLT3 ,-0.094381835
MLLT6 ,-0.046172634
MLN ,-0.077662102
MLNR ,-0.008079517
MLPH ,0.02690858
MLST8 ,-0.41801183
MLX ,-0.227193744
MLXIPL ,-0.211589577
MLYCD ,0.066966496
MMAA ,0.033115477
MMAB ,0.134448781
MMACHC ,-0.184854115
MMADHC ,-0.003262931
MMD ,0.079164576
MMD2 ,0.1568642
MME ,0.072618063
MMEL1 ,-0.202092801
MMGT1 ,-0.294972063
MMP1 ,0.095190151
MMP10 ,0.078143684
MMP11 ,-0.121194616
MMP13 ,0.25837156
MMP14 ,0.087361826
MMP15 ,-0.126221325
MMP16 ,-0.037480956
MMP17 ,0.079195108
MMP19 ,-0.17834464
MMP2 ,0.08343398
MMP20 ,-0.035800848
MMP21 ,0.102045547
MMP23B ,-0.156229692
MMP24 ,-0.091970647
MMP25 ,-0.082019795
MMP26 ,-0.011178968
MMP27 ,0.123420926
MMP28 ,0.093884814
MMP3 ,0.046918565
MMP7 ,-0.064628978
MMP8 ,-0.039809464
MMP9 ,-0.160771513
MMRN1 ,0.132524942
MMRN2 ,0.151636658
MMS19 ,-0.487138818
MMS22L ,-1.698240893
MMUT ,-0.026224933
MN1 ,0.132551373
MNAT1 ,-0.375994578
MND1 ,0.13217082
MNDA ,0.098774628
MNS1 ,0.021399703
MNT ,-0.225159718
MNX1 ,-0.019400762
MOAP1 ,-0.110629866
MOB1A ,-0.02502595
MOB1B ,-0.058779135
MOB2 ,0.047739836
MOB3A ,-0.020394629
MOB3B ,-0.163333592
MOB3C ,-0.055550763
MOB4 ,-0.569753422
MOBP ,0.083436975
MOCOS ,0.081764272
MOCS2 ,-0.008263059
MOCS3 ,-0.448758109
MOG ,-0.479467751
MOGAT1 ,0.141277105
MOGAT2 ,0.055927274
MOGAT3 ,-0.140623491
MOGS ,-0.077414469
MOK ,0.025885546
MON1A ,0.037690027
MON1B ,-0.018914101
MON2 ,-0.072304623
MORC1 ,0.105826962
MORC2 ,0.079698795
MORC3 ,-0.225944627
MORC4 ,0.088829225
MORF4L1 ,0.028868589
MORF4L2 ,0.010979019
MORN1 ,0.045299309
MORN2 ,-0.181097706
MORN3 ,-0.126751395
MORN4 ,-0.248039447
MORN5 ,0.001724215
MOS ,-0.111003071
MOSMO ,-0.187792764
MOSPD1 ,0.03288648
MOSPD2 ,0.113666695
MOSPD3 ,-0.214059836
MOV10 ,-0.13125836
MOV10L1 ,0.154347943
MOXD1 ,0.016946449
MPC1 ,-0.041410023
MPC2 ,-0.067167202
MPDU1 ,0.074495926
MPDZ ,0.324556539
MPEG1 ,0.034043135
MPG ,0.106264291
MPHOSPH10 ,-1.880233583
MPHOSPH6 ,-0.062667292
MPHOSPH8 ,-0.090716837
MPHOSPH9 ,0.020100563
MPI ,-0.049151286
MPIG6B ,-0.148227116
MPL ,-0.13616317
MPLKIP ,0.038910086
MPND ,-0.106915797
MPO ,-0.143099096
MPP1 ,-0.074309991
MPP2 ,0.094930522
MPP3 ,-0.169421422
MPP4 ,0.054521823
MPP7 ,0.033104546
MPPE1 ,-1.78998105
MPPED1 ,0.102308541
MPPED2 ,-0.036677468
MPRIP ,-0.362913501
MPST ,0.029823497
MPV17 ,-0.154799556
MPV17L ,-0.028969609
MPV17L2 ,-0.730213729
MPZ ,0.103811967
MPZL1 ,-0.109056714
MPZL2 ,-0.160265944
MPZL3 ,-0.008964119
MR1 ,-0.080231759
MRAP ,0.010319982
MRAP2 ,0.062735779
MRAS ,-0.037984624
MRC1 ,-0.02048879
MRC2 ,-0.05280765
MRE11 ,-0.288793285
MREG ,0.188294669
MRFAP1 ,0.12903697
MRFAP1L1 ,-0.0511923
MRGBP ,-0.469596897
MRGPRD ,-0.066090719
MRGPRE ,-0.235931637
MRGPRF ,-0.059725816
MRGPRG ,0.075776636
MRGPRX1 ,-0.22084428
MRGPRX2 ,0.030488846
MRGPRX3 ,-0.403399086
MRGPRX4 ,0.009040419
MRI1 ,-0.018595518
MRM1 ,-0.224914834
MRM2 ,-0.720499414
MRM3 ,-0.460356555
MRNIP ,0.100218471
MRO ,-0.1284143
MROH1 ,0.085011843
MROH2B ,-0.07405039
MROH6 ,-0.258000407
MROH7 ,-0.130583946
MROH9 ,-0.062958869
MRPL1 ,-0.182894205
MRPL10 ,-1.465710653
MRPL11 ,-0.295283812
MRPL12 ,-1.111918026
MRPL13 ,-0.68089394
MRPL14 ,-0.968508362
MRPL15 ,-0.744413711
MRPL16 ,-0.676987089
MRPL17 ,-1.081825733
MRPL18 ,-0.882986924
MRPL19 ,-0.831630206
MRPL2 ,-0.778316515
MRPL20 ,-0.750737701
MRPL21 ,-0.89346568
MRPL22 ,-0.739077518
MRPL23 ,-0.789293224
MRPL24 ,-0.630339919
MRPL27 ,-0.776514518
MRPL28 ,-0.664998073
MRPL3 ,-1.111063506
MRPL30 ,-0.45483204
MRPL32 ,-0.750362202
MRPL33 ,-1.135750701
MRPL34 ,-1.271140394
MRPL35 ,-0.938587311
MRPL36 ,-1.026331041
MRPL37 ,-0.748102483
MRPL38 ,-1.018975827
MRPL39 ,-0.88372826
MRPL4 ,-0.953996816
MRPL40 ,-0.61147152
MRPL41 ,-1.519398977
MRPL42 ,-0.166309016
MRPL43 ,-0.977800416
MRPL44 ,-0.659049184
MRPL45 ,-0.876143945
MRPL46 ,-0.985692585
MRPL47 ,-0.651501287
MRPL48 ,-0.049396288
MRPL49 ,-1.028970307
MRPL50 ,-0.654756387
MRPL51 ,-0.759700542
MRPL52 ,-0.157630876
MRPL53 ,-0.55840416
MRPL54 ,-0.548138101
MRPL55 ,-1.102282464
MRPL57 ,-1.161740488
MRPL58 ,-0.705995802
MRPL9 ,-0.753376339
MRPS10 ,-1.006213562
MRPS11 ,-0.96012848
MRPS12 ,-1.06899592
MRPS14 ,-0.893076782
MRPS15 ,-0.743234293
MRPS16 ,-0.694799176
MRPS17 ,-0.357378781
MRPS18A ,-0.621989238
MRPS18B ,-0.83273129
MRPS18C ,-0.379852746
MRPS2 ,-0.776939171
MRPS21 ,-1.733688134
MRPS22 ,-0.654230608
MRPS23 ,-1.180607258
MRPS24 ,-1.130749511
MRPS25 ,-0.584444662
MRPS26 ,-0.803740494
MRPS27 ,-1.002199074
MRPS28 ,-0.658574274
MRPS30 ,-0.478300351
MRPS31 ,-0.681158534
MRPS33 ,-0.342056545
MRPS34 ,-0.340381422
MRPS35 ,-1.241601541
MRPS36 ,-0.429068723
MRPS5 ,-1.014015329
MRPS6 ,-1.09533571
MRPS7 ,-0.74392583
MRPS9 ,-0.773054174
MRRF ,0.039856725
MRS2 ,0.047368597
MRTFA ,-0.064065653
MRTFB ,-0.01192201
MRTO4 ,-1.277987936
MS4A1 ,-0.03987731
MS4A10 ,-0.071728182
MS4A12 ,0.109171578
MS4A13 ,-0.071249903
MS4A14 ,0.130409113
MS4A15 ,-0.055234089
MS4A2 ,-0.175523141
MS4A3 ,-0.117922601
MS4A4A ,0.045793683
MS4A5 ,-0.348300263
MS4A6A ,-0.277765508
MS4A6E ,0.147382653
MS4A7 ,-0.066473002
MS4A8 ,-0.212640859
MSANTD1 ,-0.143169112
MSANTD2 ,0.198205521
MSANTD3 ,-0.114774171
MSANTD4 ,0.156342857
MSC ,-0.140277619
MSGN1 ,0.186611078
MSH2 ,-0.164894253
MSH3 ,0.006074661
MSH4 ,-0.12546368
MSH5 ,0.108623122
MSH6 ,-0.124470838
MSI1 ,-0.201802309
MSI2 ,0.02516667
MSL1 ,-0.256961264
MSL2 ,0.017400143
MSL3 ,0.07596244
MSLN ,0.08354615
MSMB ,-0.029903869
MSMO1 ,0.058855274
MSMP ,-0.037157901
MSN ,0.03247737
MSR1 ,0.030645047
MSRA ,0.154594823
MSRB1 ,-0.119542548
MSRB2 ,0.071619481
MSRB3 ,-0.000165152
MSS51 ,-0.159244437
MST1 ,-1.302346661
MST1R ,0.025188406
MSTN ,0.140283429
MSTO1 ,-0.439413271
MSX1 ,-0.088580087
MSX2 ,0.002145968
MT1A ,-0.292462244
MT1B ,-0.389814731
MT1E ,-0.310595238
MT1F ,0.036576062
